letter	particle	position	freq_s	freq_is	freq_t	perc_s	perc_is	perc_t	perc_label
67	γάρ	1	0	0	0	0.0	0.0	0.0	0
67	γάρ	2	45	51	96	83.3	96.2	89.7	89.7%
67	γάρ	3	9	2	11	16.7	3.8	10.3	10.3%
67	γάρ	4	0	0	0	0.0	0.0	0.0	0
67	γάρ	5	0	0	0	0.0	0.0	0.0	0
67	γάρ	6	0	0	0	0.0	0.0	0.0	0
67	γάρ	7	0	0	0	0.0	0.0	0.0	0
67	γάρ	8	0	0	0	0.0	0.0	0.0	0
67	γάρ	9	0	0	0	0.0	0.0	0.0	0
67	γάρ	10	0	0	0	0.0	0.0	0.0	0
67	γάρ	11	0	0	0	0.0	0.0	0.0	0
67	γάρ	12	0	0	0	0.0	0.0	0.0	0
67	γάρ	13	0	0	0	0.0	0.0	0.0	0
67	γάρ	14	0	0	0	0.0	0.0	0.0	0
67	γάρ	15	0	0	0	0.0	0.0	0.0	0
67	γάρ	16	0	0	0	0.0	0.0	0.0	0
67	γάρ	17	0	0	0	0.0	0.0	0.0	0
67	δέ	1	0	0	0	0.0	0.0	0.0	0
67	δέ	2	79	112	191	94.0	92.6	93.2	93.2%
67	δέ	3	4	5	9	4.8	4.1	4.4	4.4%
67	δέ	4	1	0	1	1.2	0.0	0.5	0.5%
67	δέ	5	0	3	3	0.0	2.5	1.5	1.5%
67	δέ	6	0	0	0	0.0	0.0	0.0	0
67	δέ	7	0	1	1	0.0	0.8	0.5	0.5%
67	δέ	8	0	0	0	0.0	0.0	0.0	0
67	δέ	9	0	0	0	0.0	0.0	0.0	0
67	δέ	10	0	0	0	0.0	0.0	0.0	0
67	δέ	11	0	0	0	0.0	0.0	0.0	0
67	δέ	12	0	0	0	0.0	0.0	0.0	0
67	δέ	13	0	0	0	0.0	0.0	0.0	0
67	δέ	14	0	0	0	0.0	0.0	0.0	0
67	δέ	15	0	0	0	0.0	0.0	0.0	0
67	δέ	16	0	0	0	0.0	0.0	0.0	0
67	δέ	17	0	0	0	0.0	0.0	0.0	0
67	καί	1	13	80	93	21.7	50.6	42.7	42.7%
67	καί	2	2	5	7	3.3	3.2	3.2	3.2%
67	καί	3	1	6	7	1.7	3.8	3.2	3.2%
67	καί	4	5	13	18	8.3	8.2	8.3	8.3%
67	καί	5	5	12	17	8.3	7.6	7.8	7.8%
67	καί	6	6	11	17	10.0	7.0	7.8	7.8%
67	καί	7	10	9	19	16.7	5.7	8.7	8.7%
67	καί	8	6	6	12	10.0	3.8	5.5	5.5%
67	καί	9	6	6	12	10.0	3.8	5.5	5.5%
67	καί	10	2	2	4	3.3	1.3	1.8	1.8%
67	καί	11	1	3	4	1.7	1.9	1.8	1.8%
67	καί	12	1	2	3	1.7	1.3	1.4	1.4%
67	καί	13	1	0	1	1.7	0.0	0.5	0.5%
67	καί	14	0	0	0	0.0	0.0	0.0	0
67	καί	15	1	1	2	1.7	0.6	0.9	0.9%
67	καί	16	0	1	1	0.0	0.6	0.5	0.5%
67	καί	17	0	1	1	0.0	0.6	0.5	0.5%
67	μέν	1	0	0	0	0.0	0.0	0.0	0
67	μέν	2	4	6	10	50.0	66.7	58.8	58.8%
67	μέν	3	0	3	3	0.0	33.3	17.6	17.6%
67	μέν	4	1	0	1	12.5	0.0	5.9	5.9%
67	μέν	5	0	0	0	0.0	0.0	0.0	0
67	μέν	6	0	0	0	0.0	0.0	0.0	0
67	μέν	7	0	0	0	0.0	0.0	0.0	0
67	μέν	8	1	0	1	12.5	0.0	5.9	5.9%
67	μέν	9	2	0	2	25.0	0.0	11.8	11.8%
67	μέν	10	0	0	0	0.0	0.0	0.0	0
67	μέν	11	0	0	0	0.0	0.0	0.0	0
67	μέν	12	0	0	0	0.0	0.0	0.0	0
67	μέν	13	0	0	0	0.0	0.0	0.0	0
67	μέν	14	0	0	0	0.0	0.0	0.0	0
67	μέν	15	0	0	0	0.0	0.0	0.0	0
67	μέν	16	0	0	0	0.0	0.0	0.0	0
67	μέν	17	0	0	0	0.0	0.0	0.0	0
67	μή	1	0	1	1	0.0	100.0	33.3	33.3%
67	μή	2	0	0	0	0.0	0.0	0.0	0
67	μή	3	1	0	1	50.0	0.0	33.3	33.3%
67	μή	4	0	0	0	0.0	0.0	0.0	0
67	μή	5	0	0	0	0.0	0.0	0.0	0
67	μή	6	1	0	1	50.0	0.0	33.3	33.3%
67	μή	7	0	0	0	0.0	0.0	0.0	0
67	μή	8	0	0	0	0.0	0.0	0.0	0
67	μή	9	0	0	0	0.0	0.0	0.0	0
67	μή	10	0	0	0	0.0	0.0	0.0	0
67	μή	11	0	0	0	0.0	0.0	0.0	0
67	μή	12	0	0	0	0.0	0.0	0.0	0
67	μή	13	0	0	0	0.0	0.0	0.0	0
67	μή	14	0	0	0	0.0	0.0	0.0	0
67	μή	15	0	0	0	0.0	0.0	0.0	0
67	μή	16	0	0	0	0.0	0.0	0.0	0
67	μή	17	0	0	0	0.0	0.0	0.0	0
67	οὖν	1	0	0	0	0.0	0.0	0.0	0
67	οὖν	2	13	1	14	81.2	33.3	73.7	73.7%
67	οὖν	3	2	2	4	12.5	66.7	21.1	21.1%
67	οὖν	4	1	0	1	6.2	0.0	5.3	5.3%
67	οὖν	5	0	0	0	0.0	0.0	0.0	0
67	οὖν	6	0	0	0	0.0	0.0	0.0	0
67	οὖν	7	0	0	0	0.0	0.0	0.0	0
67	οὖν	8	0	0	0	0.0	0.0	0.0	0
67	οὖν	9	0	0	0	0.0	0.0	0.0	0
67	οὖν	10	0	0	0	0.0	0.0	0.0	0
67	οὖν	11	0	0	0	0.0	0.0	0.0	0
67	οὖν	12	0	0	0	0.0	0.0	0.0	0
67	οὖν	13	0	0	0	0.0	0.0	0.0	0
67	οὖν	14	0	0	0	0.0	0.0	0.0	0
67	οὖν	15	0	0	0	0.0	0.0	0.0	0
67	οὖν	16	0	0	0	0.0	0.0	0.0	0
67	οὖν	17	0	0	0	0.0	0.0	0.0	0
67	τέ	1	0	0	0	0	0.0	0.0	0
67	τέ	2	0	2	2	0	66.7	66.7	66.7%
67	τέ	3	0	0	0	0	0.0	0.0	0
67	τέ	4	0	0	0	0	0.0	0.0	0
67	τέ	5	0	1	1	0	33.3	33.3	33.3%
67	τέ	6	0	0	0	0	0.0	0.0	0
67	τέ	7	0	0	0	0	0.0	0.0	0
67	τέ	8	0	0	0	0	0.0	0.0	0
67	τέ	9	0	0	0	0	0.0	0.0	0
67	τέ	10	0	0	0	0	0.0	0.0	0
67	τέ	11	0	0	0	0	0.0	0.0	0
67	τέ	12	0	0	0	0	0.0	0.0	0
67	τέ	13	0	0	0	0	0.0	0.0	0
67	τέ	14	0	0	0	0	0.0	0.0	0
67	τέ	15	0	0	0	0	0.0	0.0	0
67	τέ	16	0	0	0	0	0.0	0.0	0
67	τέ	17	0	0	0	0	0.0	0.0	0
67	τοίνυν	1	0	0	0	0.0	0	0.0	0
67	τοίνυν	2	1	0	1	100.0	0	100.0	100.0%
67	τοίνυν	3	0	0	0	0.0	0	0.0	0
67	τοίνυν	4	0	0	0	0.0	0	0.0	0
67	τοίνυν	5	0	0	0	0.0	0	0.0	0
67	τοίνυν	6	0	0	0	0.0	0	0.0	0
67	τοίνυν	7	0	0	0	0.0	0	0.0	0
67	τοίνυν	8	0	0	0	0.0	0	0.0	0
67	τοίνυν	9	0	0	0	0.0	0	0.0	0
67	τοίνυν	10	0	0	0	0.0	0	0.0	0
67	τοίνυν	11	0	0	0	0.0	0	0.0	0
67	τοίνυν	12	0	0	0	0.0	0	0.0	0
67	τοίνυν	13	0	0	0	0.0	0	0.0	0
67	τοίνυν	14	0	0	0	0.0	0	0.0	0
67	τοίνυν	15	0	0	0	0.0	0	0.0	0
67	τοίνυν	16	0	0	0	0.0	0	0.0	0
