letter	particle	position	freq_s	freq_is	freq_t	perc_s	perc_is	perc_t	perc_label
66	γάρ	1	0	0	0	0.0	0.0	0.0	0
66	γάρ	2	62	68	130	95.4	87.2	90.9	90.9%
66	γάρ	3	3	9	12	4.6	11.5	8.4	8.4%
66	γάρ	4	0	0	0	0.0	0.0	0.0	0
66	γάρ	5	0	0	0	0.0	0.0	0.0	0
66	γάρ	6	0	0	0	0.0	0.0	0.0	0
66	γάρ	7	0	0	0	0.0	0.0	0.0	0
66	γάρ	8	0	0	0	0.0	0.0	0.0	0
66	γάρ	9	0	0	0	0.0	0.0	0.0	0
67	γάρ	1	0	0	0	0.0	0.0	0.0	0
67	γάρ	2	45	51	96	83.3	96.2	89.7	89.7%
67	γάρ	3	9	2	11	16.7	3.8	10.3	10.3%
67	γάρ	4	0	0	0	0.0	0.0	0.0	0
67	γάρ	5	0	0	0	0.0	0.0	0.0	0
67	γάρ	6	0	0	0	0.0	0.0	0.0	0
67	γάρ	7	0	0	0	0.0	0.0	0.0	0
67	γάρ	8	0	0	0	0.0	0.0	0.0	0
67	γάρ	9	0	0	0	0.0	0.0	0.0	0
68	γάρ	1	0	0	0	0.0	0.0	0.0	0
68	γάρ	2	34	33	67	85.0	91.7	88.2	88.2%
68	γάρ	3	4	2	6	10.0	5.6	7.9	7.9%
68	γάρ	4	1	0	1	2.5	0.0	1.3	1.3%
68	γάρ	5	0	0	0	0.0	0.0	0.0	0
68	γάρ	6	0	1	1	0.0	2.8	1.3	1.3%
68	γάρ	7	0	0	0	0.0	0.0	0.0	0
68	γάρ	8	0	0	0	0.0	0.0	0.0	0
68	γάρ	9	0	0	0	0.0	0.0	0.0	0
69	γάρ	1	0	0	0	0.0	0.0	0.0	0
69	γάρ	2	16	18	34	100.0	90.0	94.4	94.4%
69	γάρ	3	0	1	1	0.0	5.0	2.8	2.8%
69	γάρ	4	0	0	0	0.0	0.0	0.0	0
69	γάρ	5	0	0	0	0.0	0.0	0.0	0
69	γάρ	6	0	0	0	0.0	0.0	0.0	0
69	γάρ	7	0	1	1	0.0	5.0	2.8	2.8%
69	γάρ	8	0	0	0	0.0	0.0	0.0	0
69	γάρ	9	0	0	0	0.0	0.0	0.0	0
70	γάρ	1	0	0	0	0.0	0.0	0.0	0
70	γάρ	2	4	6	10	100.0	85.7	90.9	90.9%
70	γάρ	3	0	1	1	0.0	14.3	9.1	9.1%
70	γάρ	4	0	0	0	0.0	0.0	0.0	0
70	γάρ	5	0	0	0	0.0	0.0	0.0	0
70	γάρ	6	0	0	0	0.0	0.0	0.0	0
70	γάρ	7	0	0	0	0.0	0.0	0.0	0
70	γάρ	8	0	0	0	0.0	0.0	0.0	0
70	γάρ	9	0	0	0	0.0	0.0	0.0	0
71	γάρ	1	0	0	0	0.0	0.0	0.0	0
71	γάρ	2	6	6	12	100.0	85.7	92.3	92.3%
71	γάρ	3	0	1	1	0.0	14.3	7.7	7.7%
71	γάρ	4	0	0	0	0.0	0.0	0.0	0
71	γάρ	5	0	0	0	0.0	0.0	0.0	0
71	γάρ	6	0	0	0	0.0	0.0	0.0	0
71	γάρ	7	0	0	0	0.0	0.0	0.0	0
71	γάρ	8	0	0	0	0.0	0.0	0.0	0
71	γάρ	9	0	0	0	0.0	0.0	0.0	0
72	γάρ	1	0	0	0	0.0	0.0	0.0	0
72	γάρ	2	3	3	6	100.0	100.0	100.0	100.0%
72	γάρ	3	0	0	0	0.0	0.0	0.0	0
72	γάρ	4	0	0	0	0.0	0.0	0.0	0
72	γάρ	5	0	0	0	0.0	0.0	0.0	0
72	γάρ	6	0	0	0	0.0	0.0	0.0	0
72	γάρ	7	0	0	0	0.0	0.0	0.0	0
72	γάρ	8	0	0	0	0.0	0.0	0.0	0
72	γάρ	9	0	0	0	0.0	0.0	0.0	0
73	γάρ	1	0	0	0	0.0	0.0	0.0	0
73	γάρ	2	15	7	22	93.8	100.0	95.7	95.7%
73	γάρ	3	1	0	1	6.2	0.0	4.3	4.3%
73	γάρ	4	0	0	0	0.0	0.0	0.0	0
73	γάρ	5	0	0	0	0.0	0.0	0.0	0
73	γάρ	6	0	0	0	0.0	0.0	0.0	0
73	γάρ	7	0	0	0	0.0	0.0	0.0	0
73	γάρ	8	0	0	0	0.0	0.0	0.0	0
73	γάρ	9	0	0	0	0.0	0.0	0.0	0
74	γάρ	1	0	0	0	0.0	0.0	0.0	0
74	γάρ	2	3	2	5	100.0	100.0	100.0	100.0%
74	γάρ	3	0	0	0	0.0	0.0	0.0	0
74	γάρ	4	0	0	0	0.0	0.0	0.0	0
74	γάρ	5	0	0	0	0.0	0.0	0.0	0
74	γάρ	6	0	0	0	0.0	0.0	0.0	0
74	γάρ	7	0	0	0	0.0	0.0	0.0	0
74	γάρ	8	0	0	0	0.0	0.0	0.0	0
74	γάρ	9	0	0	0	0.0	0.0	0.0	0
75	γάρ	1	0	0	0	0.0	0.0	0.0	0
75	γάρ	2	2	10	12	100.0	90.9	92.3	92.3%
75	γάρ	3	0	1	1	0.0	9.1	7.7	7.7%
75	γάρ	4	0	0	0	0.0	0.0	0.0	0
75	γάρ	5	0	0	0	0.0	0.0	0.0	0
75	γάρ	6	0	0	0	0.0	0.0	0.0	0
75	γάρ	7	0	0	0	0.0	0.0	0.0	0
75	γάρ	8	0	0	0	0.0	0.0	0.0	0
75	γάρ	9	0	0	0	0.0	0.0	0.0	0
76	γάρ	1	0	0	0	0.0	0.0	0.0	0
76	γάρ	2	2	9	11	66.7	90.0	84.6	84.6%
76	γάρ	3	1	1	2	33.3	10.0	15.4	15.4%
76	γάρ	4	0	0	0	0.0	0.0	0.0	0
76	γάρ	5	0	0	0	0.0	0.0	0.0	0
76	γάρ	6	0	0	0	0.0	0.0	0.0	0
76	γάρ	7	0	0	0	0.0	0.0	0.0	0
76	γάρ	8	0	0	0	0.0	0.0	0.0	0
76	γάρ	9	0	0	0	0.0	0.0	0.0	0
77	γάρ	1	0	0	0	0.0	0.0	0.0	0
77	γάρ	2	4	2	6	100.0	100.0	100.0	100.0%
77	γάρ	3	0	0	0	0.0	0.0	0.0	0
77	γάρ	4	0	0	0	0.0	0.0	0.0	0
77	γάρ	5	0	0	0	0.0	0.0	0.0	0
77	γάρ	6	0	0	0	0.0	0.0	0.0	0
77	γάρ	7	0	0	0	0.0	0.0	0.0	0
77	γάρ	8	0	0	0	0.0	0.0	0.0	0
77	γάρ	9	0	0	0	0.0	0.0	0.0	0
78	γάρ	1	0	0	0	0	0.0	0.0	0
78	γάρ	2	0	3	3	0	100.0	100.0	100.0%
78	γάρ	3	0	0	0	0	0.0	0.0	0
78	γάρ	4	0	0	0	0	0.0	0.0	0
78	γάρ	5	0	0	0	0	0.0	0.0	0
78	γάρ	6	0	0	0	0	0.0	0.0	0
78	γάρ	7	0	0	0	0	0.0	0.0	0
78	γάρ	8	0	0	0	0	0.0	0.0	0
78	γάρ	9	0	0	0	0	0.0	0.0	0
79	γάρ	1	0	0	0	0.0	0.0	0.0	0
79	γάρ	2	33	44	77	84.6	84.6	84.6	84.6%
79	γάρ	3	5	7	12	12.8	13.5	13.2	13.2%
79	γάρ	4	0	0	0	0.0	0.0	0.0	0
79	γάρ	5	0	0	0	0.0	0.0	0.0	0
79	γάρ	6	0	1	1	0.0	1.9	1.1	1.1%
79	γάρ	7	0	0	0	0.0	0.0	0.0	0
79	γάρ	8	0	0	0	0.0	0.0	0.0	0
79	γάρ	9	1	0	1	2.6	0.0	1.1	1.1%
